no,pricechangepercent,Below60times,Above60times,for60buy,trust60buy,self60buy,for30buy,trust30buy,self30buy,buysamedays,sellsamedays,FTBDays,TSBDays,SFBDays,FTSDays,TSSDays,SFSDays,P0RateOf0_1,P1RateOf0_1,P2-5RateOf0_1,P6-9RateOf0_1,P10-16RateOf0_1,H0RateOf0_1,H1RateOf0_1,H2-5RateOf0_1,H6-9RateOf0_1,H10-16RateOf0_1,P0RateOf1_2,P1RateOf1_2,P2-5RateOf1_2,P6-9RateOf1_2,P10-16RateOf1_2,H0RateOf1_2,H1RateOf1_2,H2-5RateOf1_2,H6-9RateOf1_2,H10-16RateOf1_2,P0RateO41_4,P1RateOf4_4,P2-5RateOf4_4,P6-9RateOf4_4,P10-16RateOf4_4,H0RateOf4_4,H1RateOf4_4,H2-5RateOf4_4,H6-9RateOf4_4,H10-16RateOf4_4
1442,-0.201086956521739,0,20,-0.00113917388439133,0,3.08260905754227E-05,-0.000520744151366098,0,3.41156104319398E-05,0,0,0,0,1,0,0,1,-3.16994670641613E-05,-0.0020174053894591,0.00200659458855282,-8.83645548652723E-05,0.000130874822835711,0,-0.0300000000000002,0.0899999999999999,-0.100000000000001,0.0700000000000216,0.00278257035678042,-0.00434857464550603,0.00109909980487574,-3.25662575312372E-05,0.000499470741381101,0,-0.0500000000000003,0.0199999999999996,-0.190000000000001,0.240000000000009,0.00534494601468039,-0.00715846274032006,0.00186905637392432,-0.000590163284930299,0.000534623636645663,0,-0.0900000000000003,0.0999999999999996,-0.35,0.370000000000005
1444,-0.315789473684211,13,14,-0.00194492246739591,-0.000332183247380013,-2.82042379850954E-05,-0.00104447605468656,0,-3.96948534605047E-05,0,0,0,0,0,0,0,2,4.53628911939452E-05,-0.000805264851478471,0.000683157723326611,6.97225156969378E-05,7.02172126096096E-06,0,-0.0200000000000005,0.00999999999999979,0.0500000000000007,-0.039999999999992,0.000374877288034869,-0.00099637868281921,0.000533792300694724,7.36822335958981E-05,1.40268604937113E-05,0,-0.0200000000000005,-0.0199999999999996,0.0700000000000003,-0.019999999999996,0.000322711737037518,-0.00150526630375114,0.000795963315157661,0.000365058755638706,2.15324959172746E-05,0,-0.04,-1.77635683940025E-15,0.180000000000001,-0.129999999999995
1464,-0.367619047619048,8,20,0.0086625001028433,0,-0.000114414794382105,-0.000205715199962788,0,-3.380437106744E-05,0,0,0,0,1,0,0,10,-0.00471033714639924,0.00236006992054155,0.00242039775289953,6.96579513140283E-07,-7.08271065549913E-05,0,0.0999999999999996,0.349999999999998,0.0700000000000003,-0.540000000000006,-0.00325840778912989,-0.000114233447539358,0.0027610979184689,0.000642870791455877,-3.13274732556389E-05,-0.01,0.04,0.359999999999999,0.300000000000001,-0.719999999999999,-0.00572266259531662,0.000115263888925854,0.00431982377593117,0.00134110940843247,-5.35344779729135E-05,-0.01,0.0800000000000001,0.579999999999998,0.609999999999999,-1.27
1504,-0.093984962406015,1,20,-0.0313551222545813,-0.00112358895828218,-0.00113533977578247,-0.0191027488422805,-0.00114572757570055,-0.000213447943522219,0,4,1,2,1,7,5,9,0.000856095001523394,-0.000421235821016053,-0.000194814684702588,-0.000177870007481481,-6.21744883232307E-05,0,-0.0100000000000002,-0.0199999999999996,-0.0300000000000002,0.0699999999999932,0.00153675842130829,-0.000885379486600335,-0.000370847748370068,-0.000230483162813919,-5.00480235238934E-05,0,-0.0300000000000002,-0.0700000000000003,-0.11,0.200000000000003,0.00284931750951711,-0.00179463785734835,-0.000888809366494298,-0.00022503476996686,5.91644842924573E-05,0,-0.0500000000000003,-0.119999999999999,-0.100000000000001,0.269999999999996
1529,-0.354838709677419,14,7,0.00293848004431311,0,0.00448066106047744,0.000114621562012214,0,0.00448066106047744,0,0,0,0,1,0,0,1,-0.0142238188458975,0.00998875177749955,0.00475053431385601,0.0001302479860626,-0.000645715231520694,0.01,0.2,0.52,0.350000000000001,-1.09,-0.01494543984116,0.0102925421501417,0.00479293053099862,0.000683759619151767,-0.000823792459132049,0,0.2,0.510000000000001,0.65,-1.36999999999999,-0.0134825880113874,0.00808164702507383,0.00599013280402121,0.000213347370999758,-0.000982881839744495,0,0.15,0.61,0.480000000000001,-1.24999999999999
1535,-0.225714285714286,16,9,0.000193951067050888,0,0,0.000177788478129981,0,0,0,0,0,0,0,0,0,0,-0.000239366464751867,0.000707220074816051,-0.000163672125952044,-0.000408590795107504,0.000104409310995336,0,0.0200000000000005,-0.0399999999999991,-0.24,0.239999999999981,-0.000124474310565614,0.000323093272428687,-0.000109433262968237,-0.000194665866020132,0.000105480167125323,0,0,-0.0800000000000001,-0.170000000000002,0.239999999999981,0.00120822209839561,-0.000696900917684429,-0.000371479770351332,-0.000252361537385589,0.000112520127025711,0,-0.0199999999999996,-0.100000000000001,-0.15,0.269999999999982
1536,-0.343965517241379,8,17,0.0137115971616697,-0.00562564565667714,0.000717792998682877,0.00900941879449065,0.00192238273983611,0.00183952939456777,1,0,1,2,8,2,0,1,0.00195283352188141,-0.00127061707746295,-0.000876089470686833,0.000166640300718186,2.72327255501654E-05,0,-0.0699999999999985,-0.18,0.0100000000000016,0.220000000000013,0.00207226009655187,-0.00168874137987074,-0.000539220753289507,0.000196791972000199,-4.10899353918692E-05,-0.01,-0.0899999999999999,-0.140000000000001,0.0300000000000011,0.200000000000003,0.00135974369679426,-0.00171465826877099,-6.40987948903188E-05,0.000443395505871674,-6.30444239456442E-05,-0.01,-0.0999999999999996,-0.130000000000001,0.120000000000001,0.109999999999999
1560,-0.272727272727273,1,20,0.0316184539007092,0.00402836879432624,0.00280141843971631,-0.00386524822695035,-0.00249645390070922,0.00108510638297872,1,0,1,2,3,0,0,5,-0.000491144782239411,0.000174495945251651,0.000431507210614024,-0.00019756378255617,8.27054089298307E-05,0,-0.0700000000000003,-0.0299999999999994,-0.23,0.359999999999999,-0.00388835415912239,0.0087981482580568,-0.00409892586695751,-0.000694202525816839,-0.000116665706160116,0,0.299999999999999,-0.139999999999999,-0.289999999999999,0.129999999999995,-0.00587981696480977,0.0105879434171411,-0.00392464885632574,-0.000524624451649185,-0.000258853144356462,0,0.449999999999999,0.0299999999999994,-0.0800000000000001,-0.380000000000003
1589,-0.192982456140351,2,20,0.0145335737341075,-0.00301930970372444,-0.00297299163029952,0.0322579060013709,-0.000228210246067227,-0.0061921545420888,0,0,0,0,6,0,2,4,-0.000462334106279508,-0.000801319384462373,0.00104204373178887,0.000392446392539582,-0.000170836633586482,0,0.0600000000000005,0.0600000000000005,0.440000000000001,-0.540000000000006,0.000226907707222668,-0.0027054310518877,0.00167920797842058,0.000717828670584578,8.14866956599242E-05,0,-0.0299999999999994,0.0700000000000003,0.32,-0.370000000000005,0.00154416710202648,-0.00567454056380823,0.0022937673167279,0.00125110537510523,0.000585500769948635,0,-0.17,-0.26,-0.0300000000000011,0.470000000000006
1590,0.018058690744921,0,20,0.0457425424757841,0.00481459071355208,-0.00100219548739263,0.0106464701562912,0.00276467665932736,-0.000354450473264917,5,1,8,7,8,2,1,3,0.00340962760230112,-0.0080783923548734,0.00114775044288551,0.00124433751782121,0.00228251875204306,0,-0.03,-0.00999999999999979,-0.120000000000001,0.149999999999991,-0.00977172756829853,0.0123940448126144,-0.00104407827891909,-0.00204820285537601,0.000833203991686376,0,0.0499999999999998,0.0600000000000001,-0.130000000000001,0.019999999999996,-0.00106321780843061,-0.00484774835307772,-0.000380778518635133,0.00405111448195153,0.00224621650876895,0,-0.03,-0.0799999999999996,0.119999999999999,-0.0100000000000051
1603,-0.0228471001757469,0,20,0.000252702307917032,0,1.04336213012812E-06,3.65176745544844E-05,0,5.21681065064062E-06,0,0,0,0,1,0,0,1,0.00101164732135017,-0.000954794414034621,-0.000266288985000029,0.000319379567566756,-0.000109943489882271,0,-0.02,-0.0300000000000002,0.100000000000001,-0.0900000000000176,0.00213803013438907,-0.00165055940883974,-0.000614081081046769,-4.94398838398503E-05,0.000176050239337281,0,-0.0300000000000002,-0.0200000000000005,-0.0299999999999994,0.0599999999999881,0.00162737650922906,-0.000317259798592484,-0.00130770038615029,4.38905507431017E-05,-4.63068752293693E-05,0,-0.04,-0.0500000000000003,-0.13,0.20999999999998
