no,pricechangepercent,Revenuegrow,Below60times,Above60times,for60buy,trust60buy,self60buy,for30buy,trust30buy,self30buy,buysamedays,sellsamedays,FTBDays,TSBDays,SFBDays,FTSDays,TSSDays,SFSDays,P0RateOf0_1,P1RateOf0_1,P2-5RateOf0_1,P6-9RateOf0_1,P10-16RateOf0_1,H0RateOf0_1,H1RateOf0_1,H2-5RateOf0_1,H6-9RateOf0_1,H10-16RateOf0_1,P0RateOf1_2,P1RateOf1_2,P2-5RateOf1_2,P6-9RateOf1_2,P10-16RateOf1_2,H0RateOf1_2,H1RateOf1_2,H2-5RateOf1_2,H6-9RateOf1_2,H10-16RateOf1_2,P0RateO41_4,P1RateOf4_4,P2-5RateOf4_4,P6-9RateOf4_4,P10-16RateOf4_4,H0RateOf4_4,H1RateOf4_4,H2-5RateOf4_4,H6-9RateOf4_4,H10-16RateOf4_4,Fin,Mar,Finrate,Marrate
1305,0,-22.1612992741297,4,20,-0.0304329081173366,0.0196970833261962,0.00191305662965849,-0.0245480448663344,0.0173099413928104,0.000304762669996604,2,0,2,5,2,1,1,8,-0.025873110103361,0.0186227034145085,0.00698838517181821,0.000466034270500678,-0.000204012753466387,-0.03,0.68,1.23,0.730000000000002,-2.61,-0.0467589293311943,0.0386433147649835,0.00740229275775009,0.000969962146165057,-0.000256640337704273,-0.02,1.33,2.02,1.58,-4.88000000000001,-0.0191777976939125,0.0259858852215169,-0.0061771204629778,-0.000740357889245515,0.000109390824618898,0.02,0.94,0.549999999999999,0.390000000000004,-1.88,0.0274945984227591,0.00107882190327882,0.109978676497163,0.00431529870974737
1309,0,-22.3811699541693,0,20,0.0392735968219112,0.0244149976969828,-0.000414837664928983,0.0119735019362199,0.0244149976969828,-0.00450801882658821,2,0,3,2,6,1,0,5,-0.0237663470372503,0.016274605768745,0.00768780481382923,-0.000113286709021086,-5.94183536698546E-05,-0.01,0.7,1.36,0.0399999999999991,-1.98,-0.0108188168581564,0.00733718883755741,0.0036994256178163,-2.96239146507903E-05,-0.00016481519993349,-0.0199999999999999,0.359999999999999,0.58,0.129999999999999,-0.950000000000003,-0.0182104462982411,0.0199727881672092,-0.00049606834931544,-0.00110604040693046,-0.000136874630089191,-0.07,0.319999999999999,-0.16,-1.13,1.13,0.0736424006018888,0.00673675451659882,0.29457220214509,0.026947255888539
1312,0,-28.7504308871315,0,20,0.0649874342989583,0.00468112159955893,0.000901148997841575,0.0306773002336652,0.0045344229254917,0.000664004524725371,0,0,2,2,3,0,1,2,0.00131025926290179,-0.00208532406784556,0.00080534875113969,2.91348339939539E-05,-5.94187801898982E-05,0,-0.0300000000000002,0.0400000000000009,-0.0800000000000001,0.0600000000000023,0.000148014951283748,-0.00346211297643628,0.00259104312500605,0.000657188039811303,6.58668603351975E-05,0,0,0.19,0.19,-0.389999999999986,0.00122494420237584,0.001043156230705,-0.00218063387150791,-0.000377467433734752,0.000290000872161826,0,-0.0100000000000007,-0.35,-0.220000000000001,0.570000000000007,0.0187829452683527,0.000930929931674773,0.0751318082548366,0.0037237210738788
1313,0,-28.3425695513282,0,20,0.0171878193646202,-6.75499393154988E-06,-6.45477197903655E-05,0.00983494092018886,-6.75499393154988E-06,-0.000186137610558263,0,0,0,0,1,0,1,0,-0.00236535350604067,0.00428055786017439,-0.00102097441185633,-0.00090270559512759,8.47565285014111E-06,0,0.0600000000000001,-0.00999999999999979,-0.209999999999999,0.150000000000006,-0.000617359563973297,0.00355372285491096,-0.00188451095072401,-0.00102165108122632,-3.02012589873694E-05,0,0.04,-0.0899999999999999,-0.369999999999999,0.399999999999991,0.00318876620015368,0.00587939827870676,-0.00586589952355784,-0.00301849887395046,-0.000183766081352212,0,0.0500000000000003,-0.27,-0.74,0.939999999999998,0.00647653807059376,5.55410612149657E-05,0.0259062224170334,0.000222164846315966
1314,0,-45.9218258884976,4,19,-0.0131267373832973,-0.000270997142874217,0.00105636478459369,-0.0120128816957625,6.13422202004692E-07,-0.000222232361024032,1,2,1,1,4,2,2,9,-0.00177124110467208,0.000730094887226695,0.000869242114174718,0.000190385684620764,-1.84815813500808E-05,0,0.0599999999999996,0.200000000000003,0.249999999999996,-0.5,-0.00201461516251178,0.00100187011498676,0.000669919898276972,0.000365489820549167,-2.26646713010793E-05,0,0.0599999999999996,0.18,0.359999999999999,-0.600000000000001,-0.00140200522895151,0.00202663157471972,-0.000940593530954881,0.000258081904104007,5.78852810826777E-05,0,0.0499999999999998,-0.0199999999999996,0.269999999999996,-0.289999999999999,0.0210158750834699,0.000244760025018249,0.0840635548433291,0.000979040734913762
1315,0,-11.0777389203124,17,15,0.00216666666666667,-3.53535353535354E-05,-0.000247474747474747,0.00752525252525253,-1.01010101010101E-05,-0.000126262626262626,0,0,0,0,3,1,0,5,0.00375407115686877,-0.00452809535737764,0.000429377317013091,0.00049332296891634,-0.000148676085420545,0,-0.0300000000000002,-8.88178419700125E-16,0.24,-0.199999999999989,0.00382855863791665,-0.00625761120745433,0.00214319812637148,0.000519260810238262,-0.000233406367072153,0,-0.04,0.139999999999999,0.390000000000001,-0.489999999999995,-0.014673545501919,0.00817244324673366,0.00584143782047765,0.00129410861435266,-0.000634444179644995,0,0.26,0.549999999999999,0.860000000000001,-1.67999999999999,0.0157525252525253,0.000106060606060606,0.063010101010101,0.000424242424242424
1321,0,-0.322530688203703,4,18,0.000840564431886617,0,-1.76034435997197E-05,0.00199358998766826,0,1.76034435997197E-05,0,0,0,0,1,0,0,2,0.00104275604650483,0.00248989169550357,-0.00230636608934576,-0.0021869965367248,0.000960714884062151,0,0.02,-0.0500000000000007,-0.370000000000001,0.410000000000011,0.00336426449424776,-0.00222623566144603,-0.00147722242326823,-0.000340203495956162,0.000679397086422666,0,0,-0.0899999999999999,-0.0500000000000007,0.160000000000011,0.00608197955490219,-0.00105353387282275,-0.00774678109722279,0.00204072447123173,0.000677610943911645,0,-0.01,-0.300000000000001,0.120000000000001,0.190000000000012,0.0142499875939731,0.000127624966097968,0.0570000176034644,0.000510500466491806
1337,0,-30.7613149863913,0,20,-0.00669206675298875,0,-3.34628806619719E-05,0.00116055590902066,0,3.71809785133021E-05,0,0,0,0,1,0,0,2,-0.0408732270208819,0.0453557030804247,0.000462591772392718,-0.00429675599536462,-0.000616897895063669,0.01,1.86,2,-0.780000000000001,-3.10000000000001,-0.0369655392828351,0.043358682813595,-0.000997339335594455,-0.00465485708767798,-0.000709533165980141,0.01,1.75,1.65,-1.05,-2.35,-0.0394902396567633,0.0471226519309389,-0.00179272397818428,-0.00500088853237616,-0.000807385822107926,0.02,2,1.86,-0.969999999999999,-2.93000000000001,0.0283765228013522,0.00228663017856808,0.113507242928106,0.00914661352211547
1340,0,-50.1193938524543,4,20,-0.0116952171733911,0,-9.80886735341163E-05,-0.00559276767360902,0,-6.53924490227442E-05,0,0,0,0,2,0,0,2,-0.00455628213311143,0.00609116084274408,-0.000958088333408699,-0.00062915061620742,5.2360239983582E-05,0,0.360000000000001,0.18,-0.250000000000004,-0.289999999999999,-0.00312797514575835,0.00585652506944123,-0.00184280528868809,-0.000965205843996227,7.94612090014939E-05,0.0099999999999999,0.4,0.25,-0.510000000000005,-0.140000000000001,-0.000285995037363818,0.00399406747347081,-0.00303671702738852,-0.00082559021906134,0.000154234810342908,0.0099999999999999,0.34,0.0999999999999979,-0.490000000000002,0.0300000000000011,0.0192123015228822,0.000359658469625093,0.0768506408579649,0.0014386607376406
1413,0,-56.2931273247496,5,20,-0.000166524800152452,0,0,9.84010182719034E-05,0,0,0,0,0,0,0,0,0,0,0.00405838674741732,-0.00493214141597598,0.000619214751290287,0.000315638536361657,-6.10986190932869E-05,-0.01,-0.12,0.0400000000000009,0.109999999999999,-0.0300000000000153,0.00118204762514362,-0.00245106058429803,0.000891010095834283,0.000624187301262114,-0.000246184437941961,-0.01,-0.0800000000000001,0.0199999999999996,0.260000000000002,-0.190000000000012,0.00162889313824011,-0.00299380281958903,0.00129519173301032,0.000308297693955698,-0.000238579745617104,-0.01,-0.0999999999999996,0.140000000000001,0.149999999999999,-0.180000000000007,0,0,非數值,非數值
1414,0,-24.8749428372689,0,20,0.00128181818181818,0,-5E-05,0.00147272727272727,0,-1.36363636363636E-05,0,0,0,0,3,0,0,1,0.00249129284133909,-0.00221850604923876,-0.000587682860920313,0.000204644049753273,0.000110252019066785,0,-0.0899999999999999,-0.179999999999996,-0.0699999999999985,0.339999999999989,0.00247564892176566,-0.00223157833300636,-0.000454450239918525,0.000169285841629898,4.10938095293666E-05,0,-0.0999999999999996,-0.129999999999997,0.200000000000003,0.0499999999999972,-0.00529466296768855,0.00596309683340573,-0.000620473934289781,7.70324329307289E-05,-0.000124992364358072,0,0.21,-0.169999999999998,0.210000000000001,-0.260000000000005,0.0132909090909091,2.72727272727273E-05,0.0531636363636364,0.000109090909090909
1417,0,-27.4162526218066,6,15,-0.00776553496586113,0,-0.000157943084051413,-0.00406966679905807,0,-5.26476946838043E-05,0,0,0,0,1,0,0,4,-0.0111540840615377,0.00615196247590327,0.00453821816183018,0.000695837054267444,-0.000231933630463208,-0.00999999999999979,0.44,0.99,0.799999999999997,-2.22000000000001,-0.0525271851179304,0.0463589972374037,0.00769515991403591,-0.000923313200036502,-0.000603658833472731,-0.0299999999999998,2.25,2.41,-0.260000000000002,-4.38000000000001,-0.0514381188033389,0.0461837860663963,0.00690107637265341,-0.000983769560768207,-0.00066297407494259,-0.0299999999999998,2.19,2.28,-0.0399999999999991,-4.42,0.0212538743438518,0.000937128965371716,0.0850163209434558,0.00374855217437085
1423,0,-57.5668039163919,9,20,-0.00376300578034682,0,-0.000375722543352601,-0.00453612716763006,0,0.000108381502890173,0,0,0,0,3,0,0,0,0.000872532876149523,-0.000475238999510824,-5.29607389669548E-05,-0.000352596677056425,8.26353938470671E-06,0,-0.02,-8.88178419700125E-16,-0.19,0.180000000000007,0.00266324699814091,-0.00243896854011982,7.60518405000174E-05,-0.000319454113100468,1.9123814579314E-05,0,-0.0500000000000003,-0.0300000000000011,-0.199999999999999,0.25,0.00278962387700843,-0.00214551484207823,-0.000201357232755668,-0.000539043699292623,9.62918971181143E-05,-0.01,-0.04,-0.0300000000000011,-0.24,0.300000000000011,0.0253757225433526,0.00013728323699422,0.10150289017341,0.000549132947976879
1432,0,-2.98679502897564,0,20,-0.000404386666666667,0,0,-0.00061772,0,0,0,0,0,0,0,0,0,1,0.754269261318507,0.184471803018268,0.0504368546465449,0.00814138204924543,-0.997319301032566,2.56,5.81,7.55,6.95,-22.96,0.196994303779348,-0.141344388716021,-0.0460907920792524,-0.00789938035875608,-0.00165974262531888,1.75,1.35,0.00999999999999979,0.15,-3.28,0.20576007642051,-0.156523304523502,-0.04039670946312,-0.0072744769002607,-0.0015655855336271,1.75,1.23,0.36,0.360000000000001,-3.71000000000001,5.33333333333333E-05,0,∞,非數值
1435,0,-28.9059204050063,0,20,0.00309772322350939,0,0,0.00270424798726686,0,-7.15409520440967E-06,0,0,0,0,0,0,0,0,-0.00276653231727642,0.00381549206822306,-0.0001476532178473,-0.000700737226505354,-0.000200569306593974,0,0.14,-0.100000000000001,-0.970000000000001,0.950000000000017,-0.00293973738442277,0.00463818548324713,-0.00114028503306426,-0.000407181393360224,-0.000150981672399782,0,0.16,-0.27,-0.73,0.859999999999999,0.00165698042356011,0.00246702314595462,-0.00305869144781089,-0.000929801172074069,-0.000135510949629689,0,0.0600000000000001,-0.639999999999999,-1.25,1.86000000000001,0,0,非數值,非數值
