no,pricechangepercent,Revenuegrow,Below60times,Above60times,for60buy,trust60buy,self60buy,for30buy,trust30buy,self30buy,buysamedays,sellsamedays,FTBDays,TSBDays,SFBDays,FTSDays,TSSDays,SFSDays,P0RateOf0_1,P1RateOf0_1,P2-5RateOf0_1,P6-9RateOf0_1,P10-16RateOf0_1,H0RateOf0_1,H1RateOf0_1,H2-5RateOf0_1,H6-9RateOf0_1,H10-16RateOf0_1,P0RateOf1_2,P1RateOf1_2,P2-5RateOf1_2,P6-9RateOf1_2,P10-16RateOf1_2,H0RateOf1_2,H1RateOf1_2,H2-5RateOf1_2,H6-9RateOf1_2,H10-16RateOf1_2,P0RateO41_4,P1RateOf4_4,P2-5RateOf4_4,P6-9RateOf4_4,P10-16RateOf4_4,H0RateOf4_4,H1RateOf4_4,H2-5RateOf4_4,H6-9RateOf4_4,H10-16RateOf4_4,Fin,Mar,Finrate,Marrate
1309,0,-20.7714439058259,0,20,0.00811809422019638,0.0351732518669627,0.00102082601859975,0.00904089014773851,0.0226107588822365,0.00447141550321212,2,1,3,5,4,4,1,6,-0.0144461681444973,0.0140021810912597,0.000788119720775624,-0.000277463121651918,-6.66695458861289E-05,0,0.470000000000001,0.310000000000001,-0.0199999999999996,-0.739999999999995,-0.00965002925125913,0.0126028818315074,-0.00295627405870538,-0.000159018737147425,0.000162440215604585,0,0.25,-0.25,0.0300000000000011,0,-0.0163917573643334,0.0167194328868951,-0.00112136853387637,0.000503062624326461,0.000267271904355232,-0.01,0.470000000000001,0.140000000000001,0.490000000000002,-1.16,0.082836806830882,0.00941518817951564,0.331350151643678,0.0376610850947628
1313,0,-25.4374002278076,0,20,0.0227911949107437,-6.75499393154988E-06,-5.25388416898324E-06,0.00324347788617299,-4.50332928769992E-06,-7.05521588406321E-05,0,0,0,0,3,0,0,1,0.00095740075072015,-0.000916323717840062,-3.42626058951467E-05,1.08880626622093E-05,-1.77024896470986E-05,0,-0.02,-0.0200000000000014,0.0199999999999996,0.0300000000000011,0.00118325361026356,-0.000732550331271953,-0.000837619009001644,0.000396351442406524,-9.43571239645034E-06,0,-0.02,-0.0600000000000005,0.0899999999999999,-0.00999999999999091,0.00299626714444712,-0.00244710849295365,-0.00110554686864156,0.000475078621189652,8.13095959585203E-05,0,-0.04,-0.110000000000001,0.0700000000000003,0.0900000000000034,0.00732691675108777,2.1015536675933E-05,0.0293077463477901,8.4062374281717E-05
1314,0,-46.8287068255758,19,8,-0.0116197654350824,6.13422202004692E-07,0.000222536788915846,-0.00814253769318846,-3.8144814844262E-07,-0.00114769315213781,0,1,0,0,2,1,1,11,0.000238708296364964,-0.000122824670613753,-0.000161128262080257,7.85990247807733E-05,-3.33543884518108E-05,0,0,-0.0199999999999996,0.0500000000000043,-0.0200000000000031,-0.000190206745070365,-0.000188764118089435,0.000189434621158724,0.000251624510176782,-6.20882681757534E-05,0,0,0.0500000000000007,0.149999999999999,-0.18,0.000429561716852434,-0.000921112855066797,0.000281078624112419,0.000237692351023222,-2.72198369213302E-05,0,-0.00999999999999979,0.0899999999999999,0.160000000000004,-0.219999999999999,0.0200995471291106,0.000239584750857416,0.0803982406491868,0.000958339624847177
1321,0,2.70619350340544,9,16,0.00368352057324135,0,-4.40086089992993E-06,0.000717340326688579,0,-3.96077480993694E-05,0,0,0,0,1,0,0,4,0.00130924325739723,-0.00116684512533294,-0.000119655408813785,-0.000434160635747222,0.000411417912496659,0,-0.02,-0.00999999999999979,-0.0999999999999996,0.109999999999985,0.00113540579542415,0.00205860152336512,-0.00398679081092171,0.000632192089712699,0.000160591402419731,0,-0.01,-0.0899999999999994,0.0200000000000014,0.0600000000000023,0.000439602419063434,0.00238922377689593,-0.00381637748888577,0.00136874499896743,-0.00038119370604104,0,-0.02,-0.0899999999999994,0.270000000000001,-0.170000000000016,0.0138275049475798,0.000127624966097968,0.0553100850247329,0.000510500466491806
1323,0,-6.94303376377471,19,4,-0.00132567067925635,0,-7.66916921883836E-05,-0.00125993494309487,0,0,0,0,0,0,2,0,0,2,-0.000688699810002358,0.000177397902234588,0.000486928142342524,-0.000109715105999268,0.000134088871424524,-0.01,-0.0100000000000007,-0.0199999999999996,-0.0299999999999994,0.039999999999992,-0.000332456113878832,-4.67337740456264E-06,0.000425177910257507,-0.000225647896245188,0.000137599477271136,-0.01,-0.0100000000000007,0.0199999999999996,-0.130000000000001,0.0999999999999943,0.000714751342804576,-0.000374535189387848,-0.000217265769853148,-0.000152395025884516,2.94446423209594E-05,-0.01,0,-0.0899999999999999,0.0300000000000011,0.0599999999999881,0.0136292092974785,0,0.0545183626961171,0
1324,0,-7.30873543384124,14,12,0.000492532921366374,0,-9.31819040422869E-05,0.000825325435803113,0,-2.66234011549391E-05,0,0,0,0,0,0,0,1,0.000613319374214716,-0.000771023572266799,5.56157098793517E-05,9.85859720925575E-05,3.50251608018754E-06,0.01,-0.0599999999999996,-0.0100000000000016,0.0600000000000005,0.019999999999996,0.000792413761123045,-0.000750820343695419,-0.000225396276278766,0.000181550261299041,2.25259755215002E-06,0.01,-0.0499999999999998,-0.120000000000001,0.0899999999999999,0.0600000000000023,0.00122243876161465,-0.000596989461581099,-0.000814554843549122,0.000185603027435404,3.50251608018754E-06,0.01,-0.0300000000000002,-0.190000000000001,0.120000000000001,0.100000000000009,0.00449935479518471,0,0.0179978700745474,0
1337,0,-29.6759209858692,0,20,-0.012961943494959,0,-2.97447828106417E-05,-0.0106269780443236,0,-0.000107824837688576,0,0,0,0,0,0,0,5,0.00205068124756647,-0.0049806365088344,0.00167328042721671,0.00115259026983825,0.000104084564212978,0,-0.0899999999999999,0.129999999999999,0.409999999999997,-0.459999999999994,-0.00217447484127536,-0.000708170763506433,0.00167405493191838,0.00126800719637352,-5.94165235100748E-05,0,0.140000000000001,0.370000000000001,0.84,-1.34999999999999,0.00542410683074784,-0.00934887054892475,0.00314132831606406,0.000736896193116683,1.51252674889259E-05,0,-0.0499999999999989,0.739999999999998,-0.0500000000000007,-0.649999999999991,0.0257292371312051,0.00104478549622379,0.10291799280169,0.00417918438977959
1338,0,-23.7120156957145,20,4,0.00518845419847328,0,-7.15648854961832E-05,-0.000620229007633588,0,0.000178912213740458,0,0,0,0,1,0,0,0,0.00221331900916144,-0.00192342942970536,-0.000281011867383052,-0.000167127586810978,0.000158249874737881,0,-0.170000000000002,-0.219999999999999,-0.74,1.16,0.00138378721944565,-0.00118644157341768,-5.29365911632468E-05,-0.000246793403297516,0.000102384348432805,0,-0.0899999999999999,-0.0599999999999987,-0.720000000000001,0.890000000000001,-0.000499365406547159,0.00034196905974182,0.000291693167733878,-2.72662775418972E-05,-0.000107030543386624,0,0.0700000000000003,0.0700000000000038,-0.0999999999999996,-0.019999999999996,0.0285901717557252,0.00137166030534351,0.114360687022901,0.00548664122137405
1339,0,-21.3052281560847,20,1,0.00349344389161557,-6.74410017686403E-05,0.00115998523042061,0.000215811205659649,0,-5.39528014149122E-05,0,0,0,0,0,0,0,1,0.000660196807363664,-0.00204537230611479,0.00141837621431326,-6.17741536940962E-05,2.85734381319127E-05,0,-0.119999999999999,0.0200000000000014,-0.0499999999999998,0.140000000000001,-0.000197122018529464,-0.00137985412970631,0.00137985412970629,0.000197122018529467,0,0,-0.0899999999999999,0.0300000000000011,-0.180000000000001,0.219999999999999,0.000648201354563005,-0.0018940450553987,0.000593458152483156,0.000641343925852366,1.10416225001767E-05,0,-0.0899999999999999,-0.0699999999999985,-0.170000000000001,0.320000000000007,0.0243327134381254,9.44174024760964E-05,0.0973346282507823,0.000377684255962016
1340,0,-46.0108159278362,0,20,-0.00742969388061713,0,0.00188984177675731,-0.00680192636999878,0,0.00185060630734366,0,0,0,0,1,0,0,1,0.000875520752208092,0.000656123660012164,-0.00136834864977745,-0.000268606366696855,0.000105310604254052,0.01,0.0500000000000007,-0.0699999999999967,-0.110000000000003,0.139999999999993,0.00297656062578244,-0.00113671330336945,-0.00161968878251467,-0.00028453238197378,6.43738420755156E-05,0.01,-0.00999999999999979,-0.0300000000000011,0.0300000000000011,0.00999999999999801,0.00503713885921553,-0.00466605986152163,4.46093273695353E-05,-0.000547751156658772,0.000132062831595307,0.02,-0.0600000000000005,0.379999999999999,-0.579999999999998,0.25,0.0201474135439075,0.00439437257432841,0.0805911587758305,0.0175778184671724
1409,0,-23.3743056191446,20,0,0.00578654241055021,0,-0.00141311596066461,-0.000552013637692346,0,-0.000342311430786268,0,0,0,0,3,0,0,5,-0.00359292552536872,0.00269992957908671,0.00103652581616581,-0.000159987209039092,1.64573391553536E-05,0,0.0699999999999998,0.150000000000002,-0.0199999999999996,-0.209999999999994,-0.00366425007113158,0.00219053424466442,0.00135897546801333,9.82054404062398E-05,1.653491804765E-05,0,0.0699999999999998,0.180000000000001,0.120000000000001,-0.359999999999999,-0.00632873010744262,0.00389683943825525,0.00208801046761267,0.000361034180335222,-1.71539787604189E-05,0,0.0999999999999996,0.260000000000002,0.25,-0.629999999999995,0.00694014799745734,6.79679736218222E-05,0.0277606141343839,0.000271872111358817
1413,0,-54.9501335432328,0,20,0.000151386181956774,0,0,0.000507143709555195,0,0,0,0,0,0,0,0,0,0,0.00089110059110864,-0.000508424318074768,-0.000728239545450107,0.00033279576579362,1.27675066226877E-05,0,-0.04,-0.140000000000001,0.179999999999998,-0.0200000000000102,0.00143585301994675,-0.0011525533651911,-0.000318193610220133,1.48663449097766E-05,2.00276105547063E-05,0,-0.04,-0.0700000000000003,0.0999999999999996,0,0.00274239776182716,-0.00259559855795533,-0.00023546010918056,5.99551203931993E-05,2.87057849155323E-05,0,-0.0800000000000001,-0.0800000000000001,0.19,-0.039999999999992,0,0,非數值,非數值
1414,0,-20.7942961331938,0,20,0.00671363636363636,0,0.000154545454545455,0.00667727272727273,0,0.000127272727272727,0,0,0,0,2,0,0,0,-0.00324547397332609,0.00404401228931883,-0.000734906928333015,1.61769101596574E-05,-7.98082978193996E-05,0,0.149999999999999,-0.0999999999999979,0.0999999999999996,-0.150000000000006,-0.00777312063034297,0.00970758289332088,-0.000946099960626792,-0.00082296541290465,-0.000165396889446424,-0.01,0.29,-0.0799999999999983,-0.489999999999998,0.280000000000001,-0.00573018429317806,0.00844757196399956,-0.00188087932067492,-0.000644754264188719,-0.000191754085957876,-0.01,0.22,-0.32,-0.220000000000001,0.329999999999998,0.0183954545454545,0.000163636363636364,0.0735818181818182,0.000654545454545455
1416,0,-20.7666414783266,17,6,-0.00149453307355291,-0.000134885656457844,-0.00132727485954518,-0.00481272022241587,0,-0.000102513098907961,0,0,0,0,1,0,0,4,0.000220988562589675,0.000758309603662383,-0.001183693669479,5.16223893934804E-05,0.000152773113833383,-0.00999999999999979,-0.0199999999999996,-0.280000000000001,-0.0299999999999994,0.320000000000007,0.00127096609288091,-8.47104102081886E-05,-0.00126495132444523,-4.16868975001115E-05,0.000120382539272515,-0.00999999999999979,-0.04,-0.289999999999999,-0.00999999999999979,0.329999999999998,0.00228765557064625,-0.000957393746224333,-0.00154113048746163,0.00012322456153753,8.764410150216E-05,-0.00999999999999979,-0.0899999999999999,-0.35,0.0400000000000009,0.400000000000006,0.0336135055892947,8.63268201330201E-05,0.134455595122478,0.0003453113197367
